customer_id,community
6244-BESBM,0
1004-NOZNR,3
1251-STYSZ,3
2612-PHGOX,0
2408-TZMJL,0
8480-PPONV,0
8780-IHCRN,5
4598-ZADCK,0
1257-SXUXQ,4
9681-KYGYB,3
7182-OVLBJ,0
5095-ETBRJ,0
7005-CYUIL,3
4821-WQOYN,5
4730-AWNAU,1
3452-FLHYD,4
2388-LAESQ,3
9531-NSBMR,4
6260-ONULR,1
4389-UEFCZ,0
8711-LOBKY,5
9134-CEQMF,3
8985-OOPOS,1
8800-ZKRFW,2
2616-FLVQC,5
9968-FFVVH,0
3108-PCCGG,3
7993-PYKOF,1
8390-FESFV,0
3022-BEXHZ,0
5027-XWQHA,1
6248-TKCQV,0
6729-GDNGC,3
6198-ZFIOJ,1
5989-OMNJE,1
4566-QVRRW,1
1291-CUOCY,0
9795-SHUHB,0
3230-IUALN,0
0042-RLHYP,5
8519-IMDHU,3
4945-RVMTE,2
0201-OAMXR,0
1866-NXPSP,2
3372-KWFBM,3
7831-QGOXH,2
6393-WRYZE,2
3941-XTSKM,1
1661-CZBAU,0
6599-RCLCJ,0
9831-BPFRI,2
5158-RIVOP,4
9788-YTFGE,4
9277-JOOMO,4
1907-YLNYW,1
1725-MIMXW,4
8947-YRTDV,2
3161-ONRWK,0
0114-RSRRW,4
4565-NLZBV,5
0031-PVLZI,4
7206-GZCDC,3
6682-VCIXC,1
4791-QRGMF,0
6475-VHUIZ,2
3910-MRQOY,5
0661-WCQNQ,2
7537-RBWEA,1
4656-CAURT,5
0121-SNYRK,1
1768-ZAIFU,3
4671-LXRDQ,1
3733-LSYCE,2
6265-FRMTQ,4
1934-SJVJK,4
3838-OZURD,0
1371-DWPAZ,1
9269-CQOOL,1
2017-CCBLH,4
7690-KPNCU,0
0536-BGFMZ,4
2293-IJWPS,0
2845-HSJCY,2
5469-NUJUR,4
1184-PJVDB,1
2625-TRCZQ,0
4102-HLENU,0
7266-GSSJX,4
7722-VJRQD,0
7073-QETQY,5
9415-DPEWS,2
5624-RYAMH,4
0196-JTUQI,1
7130-YXBRO,0
9272-LSVYH,1
7943-RQCHR,1
3793-MMFUH,3
3249-ZPQRG,1
2568-BRGYX,1
3084-DOWLE,0
1084-MNSMJ,0
7721-JXEAW,0
7249-WBIYX,1
4238-HFHSN,3
6250-CGGUN,0
5478-JJVZK,2
7596-IIWYC,4
6567-HOOPW,3
9793-WECQC,2
4291-HPAXL,4
8999-YPYBV,0
1839-FBNFR,5
3164-AALRN,1
3071-MVJCD,0
1697-BCSHV,0
0562-KBDVM,0
1131-SUEKT,0
3717-OEAUQ,1
4538-WNTMJ,5
3334-CTHOL,1
4704-ERYFC,2
9432-RUVSL,0
8060-HIWJJ,0
7684-XSZIY,5
9089-UOWJG,2
8621-MNIHH,3
8039-ACLPL,0
9885-AIBVB,2
1934-MKPXS,4
2592-YKDIF,4
2272-JKMSI,0
0471-LVHGK,2
9518-RWHZL,0
8714-CTZJW,1
3569-EDBPQ,2
3131-NWVFJ,4
7521-YXVZY,4
5419-CONWX,3
6240-EURKS,1
2373-NTKOD,1
1970-KKFWL,5
6960-HVYXR,1
9337-SRRNI,5
0895-UADGO,1
5678-VFNEQ,0
5977-CKHON,2
7024-OHCCK,3
2692-BUCFV,3
7861-UVUFT,2
1830-GGFNM,0
5302-BDJNT,2
5223-UZAVK,0
4859-ZSRDZ,0
5651-WYIPH,3
9350-VLHMB,0
3498-LZGQZ,5
8785-CJSHH,0
5357-TZHPP,3
3870-SPZSI,0
0680-DFNNY,2
7560-QRBXH,5
7077-XJMET,2
8752-GHJFU,3
6896-SRVYQ,3
7767-UXAGJ,1
4652-ODEVH,5
6510-UPNKS,4
6718-BDGHG,2
9046-DQMTP,4
6439-LAJXL,1
1571-SAVHK,2
9052-VKDUW,3
9546-CQJSU,1
1666-JZPZT,2
5777-KJIRB,2
0506-LVNGN,3
7677-SJJJK,4
2480-EJWYP,3
3253-HKOKL,0
7055-HNEOJ,1
5514-YQENT,0
3211-AAPKX,2
8445-DNBAE,1
2951-QOQTK,1
2958-NHPPS,4
6806-YDEUL,6
1735-XMJVH,4
6890-PFRQX,2
0222-CNVPT,3
5899-OUVKV,2
8681-ICONS,4
1621-YNCJH,0
3473-XIIIT,2
6362-QHAFM,2
7893-IXHRQ,4
3070-BDOQC,0
2952-QAYZF,1
6234-PFPXL,2
9824-QCJPK,4
4763-PGDPO,1
4283-IVYCI,1
1866-OBPNR,1
8205-MQUGY,2
8970-ANWXO,2
9480-BQJEI,0
5394-SVGJV,2
6979-TNDEU,4
9777-WJJPR,2
9283-LZQOH,2
7079-QRCBC,2
9495-SKLKD,2
6048-UWKAL,3
5067-DGXLL,4
5469-CTCWN,0
9851-QXEEQ,2
6281-FKEWS,1
8898-KASCD,1
9242-TKFSV,0
9290-SHCMB,3
0743-HNPFG,0
2277-BKJKN,3
9809-IMGCQ,3
5208-HFSBT,1
5035-PGZXH,0
8695-WDYEA,1
6543-JXSOO,2
8016-ZMGMO,3
8605-ITULD,4
3254-YRILK,3
6416-YJTTB,1
2667-WYLWJ,4
4472-VESGY,0
3195-TQDZX,4
3128-YOVTD,0
0529-ONKER,3
1728-CXQBE,3
7041-TXQJH,1
5014-GSOUQ,4
5724-BIDBU,0
0481-SUMCB,3
1769-GRUIK,2
5240-IJOQT,3
8819-WFGGJ,0
7427-AUFPY,5
2811-POVEX,3
1092-GANHU,2
7898-PDWQE,0
9972-EWRJS,5
9314-IJWSQ,2
0661-XEYAN,3
5799-JRCZO,5
1921-KYSAY,2
6198-RTPMF,2
2924-KHUVI,0
1925-GMVBW,4
7881-EVUAD,1
6184-DYUOB,4
9207-ZPANB,2
5766-XQXMQ,2
9327-QSDED,1
1656-DRSMG,0
3012-VFFMN,4
2984-AFWNC,1
0640-YJTPY,5
8096-LOIST,2
9764-REAFF,5
3703-VAVCL,1
7107-UBYKY,5
4881-GQJTW,4
8519-QJGJD,2
7876-DNYAP,5
7905-NJMXS,3
2882-WDTBA,0
2091-GPPIQ,0
6326-MTTXK,1
5071-FBJFS,1
2796-UUZZO,0
2429-AYKKO,5
9798-OPFEM,5
0330-IVZHA,1
3794-NFNCH,2
5193-QLVZB,0
7114-AEOZE,5
2886-KEFUM,0
5522-NYKPB,2
4237-RLAQD,1
9957-YODKZ,3
6518-KZXCB,4
2245-ADZFJ,2
7776-QGYJC,2
9313-QOLTZ,4
9651-GTSAQ,0
3186-BAXNB,1
4672-FOTSD,2
0637-YLETY,2
9818-XQCUV,4
7338-ERIVA,1
1157-BQCUW,1
8259-NFJTV,1
3223-DWFIO,3
2660-EMUBI,3
6968-GMKPR,0
4751-ERMAN,0
1436-ZMJAN,1
3292-PBZEJ,3
0799-DDIHE,2
3070-FNFZQ,4
2812-SFXMJ,4
7675-OZCZG,3
5014-WUQMG,2
5312-TSZVC,4
2003-CKLOR,0
0993-OSGPT,3
9254-RBFON,2
1205-WNWPJ,1
9391-EOYLI,3
7108-DGVUU,3
2782-JEEBU,1
5127-BZENZ,0
2720-FVBQP,1
9906-NHHVC,3
4522-XRWWI,2
3766-EJLFL,0
5939-SXWHM,5
8152-UOBNY,3
7351-KYHQH,3
7643-RCHXS,5
8246-SHFGA,4
8387-MOJJT,2
0620-XEFWH,4
6485-QXWWE,5
2761-OCIAX,3
7321-VGNKU,1
5327-CNLUQ,0
7552-KEYGT,4
5816-JMLGY,0
3068-OMWZA,3
2927-QRRQV,2
6032-KRXXO,2
7459-RRWQZ,2
6265-SXWBU,0
7941-RCJOW,5
6374-NTQLP,3
4154-AQUGT,3
2387-KDZQY,4
3584-WKTTW,0
3399-BMLVW,0
1971-DTCZB,0
3092-IGHWF,0
3374-PZLXD,4
3813-DHBBB,0
2812-REYAT,5
6518-PPLMZ,5
4939-KYYPY,2
8017-LXHFA,3
5930-GBIWP,0
6022-KOUQO,1
6352-TWCAU,2
2361-UPSND,2
6035-RIIOM,0
2929-QNSRW,0
1262-OPMFY,1
9504-DSHWM,2
5035-BVCXS,1
6267-DCFFZ,3
3533-UVMOM,0
2439-LYPMQ,3
4248-QPAVC,3
1899-VXWXM,0
1478-VPOAD,1
9995-HOTOH,0
2988-PLAHS,1
1371-OJCEK,5
4999-IEZLT,1
8883-ANODQ,0
4690-LLKUA,3
2351-RRBUE,4
5980-BDHPY,0
1498-DQNRX,4
9469-WEJBT,2
3331-HQDTW,2
9490-DFPMD,3
2581-VKIRT,0
5442-XSDCW,1
7426-WEIJX,3
2851-MMUTZ,2
3049-NDXFL,1
8580-AECUZ,3
3307-TLCUD,1
6625-FLENO,5
2967-MXRAV,4
7963-GQRMY,1
8189-HBVRW,0
4163-KIUHY,4
1228-FZFRV,0
3500-NSDOA,0
1171-TYKUR,5
3761-FLYZI,3
2058-DCJBE,1
5364-XYIRR,0
4829-AUOAX,2
1219-NNDDO,1
8388-DMKAE,4
4403-BWPAY,4
9659-QEQSY,0
5405-ZMYXQ,1
5047-LHVLY,3
1442-OKRJE,0
4737-AQCPU,0
9158-VCTQB,0
2808-CHTDM,4
6311-UEUME,2
0793-TWELN,1
3283-WCWXT,4
1060-ENTOF,3
0999-QXNSA,3
5451-MHQOF,5
4836-WNFNO,5
9225-BZLNZ,0
0354-VXMJC,4
4422-QVIJA,2
9365-SRSZE,3
6839-ITVZJ,2
8332-OSJDW,4
4735-BJKOU,5
0274-JKUJR,1
5740-YHGTW,0
8917-SZTTJ,5
1696-MZVAU,1
7359-WWYJV,0
0375-HVGXO,1
4906-ZHGPK,0
8593-WHYHV,1
3795-GWTRD,0
1298-PHBTI,0
6223-DHJGV,4
6961-MJKBO,5
6097-EQISJ,0
4423-YLHDV,2
8158-WPEZG,1
0107-YHINA,1
4918-FYJNT,3
0727-BNRLG,0
4854-CIDCF,3
8640-SDGKB,1
3280-MRDOF,3
6435-SRWBJ,1
9964-WBQDJ,5
6303-KFWSL,2
1702-CCFNJ,0
8932-CZHRQ,0
0386-CWRGM,5
5515-RUGKN,1
0404-AHASP,5
7279-NMVJC,4
2081-VEYEH,1
6407-UTSLV,3
4116-TZAQJ,1
9060-HJJRW,0
2587-YNLES,4
7398-SKNQZ,1
5935-FCCNB,3
1958-RNRKS,2
5136-RGMZO,2
8345-MVDYC,0
8226-BXGES,0
3877-JRJIP,1
8375-DKEBR,3
9705-IOVQQ,3
1015-OWJKI,4
7511-YMXVQ,1
2040-XBAVJ,0
7551-JOHTI,4
8887-IPQNC,1
8646-JCOMS,0
9804-ICWBG,1
1222-KJNZD,5
0106-GHRQR,2
5318-IXUZF,1
3768-VHXQO,5
8952-WCVCD,2
2418-TPEUN,5
3963-RYFNS,0
3198-VELRD,1
8540-ZQGEA,5
1320-REHCS,3
4137-JOPHL,0
9436-ZBZCT,2
7801-CEDNV,2
2057-BOYKM,3
3658-QQJYD,0
1803-BGNBD,2
0134-XWXCE,3
6950-TWMYB,0
5848-FHRFC,5
2243-FNMMI,4
2511-MORQY,0
5356-KZCKT,5
9470-XCCEM,2
6519-CFDBX,1
3902-MIVLE,0
0409-WTMPL,0
8763-KIAFH,4
3669-WHAFY,0
3055-VTCGS,0
3144-KMTWZ,0
7279-BUYWN,3
7156-MHUGY,3
7198-GLXTC,1
2007-QVGAW,5
5207-PLSTK,1
2307-FYNNL,3
5605-XNWEN,6
2155-AMQRX,2
6181-AXXYF,5
5091-HFAZW,1
0516-VRYBW,4
2519-LBNQL,3
8623-ULFNQ,3
8380-PEFPE,1
5687-DKDTV,4
1568-LJSZU,0
7530-HDYDS,2
7789-HKSBS,3
7416-CKTEP,5
2586-CWXVV,0
3096-IZETN,2
2348-KCJLT,2
8401-EMUWF,2
4193-IBKSW,5
5377-NDTOU,0
5922-ABDVO,2
2474-LCNUE,2
0839-QNXME,4
3506-OVLKD,4
9172-ANCRX,1
6650-VJONK,1
2178-PMGCJ,2
7492-TAFJD,1
2773-MADBQ,1
6016-LVTJQ,4
7860-KSUGX,0
8966-KZXXA,5
6910-HADCM,1
4816-LXZYW,2
9606-PBKBQ,3
5149-QYTTU,0
2070-XYMFH,3
2085-BOJKI,2
0817-HSUSE,1
5442-PPTJY,4
1927-QEWMY,5
1663-MHLHE,4
5663-QBGIS,3
4450-MDZFX,0
6701-DHKWQ,0
7554-AKDQF,1
3536-IQCTX,3
4911-BANWH,2
8496-EJAUI,2
0794-YVSGE,5
5423-BHIXO,2
6908-VVYHM,0
2959-EEXWB,1
1839-UMACK,5
3030-YDNRM,1
7321-KKSDU,4
3402-XRIUO,3
3132-TVFDZ,3
8286-AFUYI,1
8080-DDEMJ,3
8356-WUAOJ,1
6365-MTGZX,2
1349-WXNGG,4
8058-DMYRU,3
9350-ZXYJC,4
6990-YNRIO,0
8958-JPTRR,5
6959-GQEGV,2
3173-WSSUE,5
1265-HVPZB,0
4115-UMJFQ,0
7369-TRPFD,4
1098-KFQEC,5
7190-XHTWJ,4
0621-TWIEM,1
3537-RYBHH,3
2485-ITVKB,1
3669-OYSJI,1
1612-EOHDH,1
6702-OHFWR,3
5296-BFCYD,5
4510-PYUSH,3
9359-JANWS,0
7517-SAWMO,2
4143-HHPMK,0
3279-DYZQM,5
7054-LGEQW,1
0523-VNGTF,3
9575-IWCAZ,4
7105-MXJLL,3
7064-FRRSW,3
7940-UQQUG,0
0923-PNFUB,1
3961-SXAXY,1
7010-BRBUU,5
3566-HJGPK,1
3062-ICYZQ,0
9938-PRCVK,5
0973-KYVNF,0
5129-HHMZC,0
9637-CDTKZ,0
3946-JEWRQ,0
7873-CVMAW,0
0463-WZZKO,4
3494-JCHRQ,1
6474-FVJLC,1
4524-QCSSM,1
5832-EXGTT,2
8840-DQLGN,3
2039-JONDJ,2
7217-JYHOQ,2
6695-FRVEC,0
4547-LYTDD,2
9894-QMIMJ,2
8069-YQQAJ,1
6770-XUAGN,4
4193-ORFCL,3
1636-NTNCO,3
3466-WAESX,2
9281-PKKZE,1
3638-VBZTA,0
7459-IMVYU,2
7776-QWNFX,3
6689-TCZHQ,3
8563-OYMQY,2
0754-EEBDC,4
5777-ZPQNC,4
1951-IEYXM,0
3318-NMQXL,1
3143-ILDAL,0
1022-RKXDR,4
2361-FJWNO,1
2272-UOINI,1
8232-UTFOZ,5
3750-YHRYO,4
6637-KYRCV,1
5668-MEISB,0
0129-QMPDR,5
7188-CBBBA,0
5356-CSVSQ,1
3221-CJMSG,2
4720-VSTSI,2
3219-JQRSL,3
2801-NISEI,2
3946-MHCZW,1
4623-ZKHLY,4
6732-VAILE,0
8201-AAXCB,2
7696-CFTAT,5
1845-CSBRZ,3
2123-VSCOT,0
6651-AZVTJ,0
4566-GOLUK,0
2484-DGXPZ,4
2018-QKYGT,1
2792-VPPET,4
7409-JURKQ,0
3247-MHJKM,4
1964-SVLEA,4
4587-NUKOX,1
7297-DVYGA,5
2239-CGBUZ,0
0854-UYHZD,4
7243-LCGGZ,4
8267-KFGYD,4
4890-VMUAV,0
9261-WDCAF,1
3764-MNMOI,5
7442-YGZFK,1
0420-BWTPW,1
8229-BUJHX,5
7449-HVPIV,0
5504-WSIUR,0
8183-ONMXC,1
8466-PZBLH,0
9614-RMGHA,0
8735-IJJEG,2
0564-MUUQK,2
5054-IEXZT,1
5834-ASPWA,1
0701-RFGFI,0
0019-EFAEP,0
5619-PTMIK,2
3737-XBQDD,2
5882-CMAZQ,1
5846-QFDFI,2
4445-KWOKW,2
3511-APPBJ,2
7967-HYCDE,1
2430-RRYUW,0
3948-XHGNA,2
3723-BFBGR,3
0565-IYCGT,0
5447-WZAFP,0
5110-CHOPY,0
5445-UTODQ,1
4425-OWHWB,4
7892-QVYKW,2
9675-ICXCT,0
1024-VRZHF,1
4703-MQYKT,4
9497-QCMMS,3
5692-ICXLW,3
0602-DDUML,0
2208-MPXIO,5
1960-UYCNN,1
0348-SDKOL,0
3190-FZATL,4
7336-RLLRH,2
4373-MAVJG,2
8901-HJXTF,1
7710-JSYOA,0
5419-KLXBN,2
3424-NMNBO,3
9885-MFVSU,1
4514-GFCFI,3
0607-MVMGC,2
3365-SAIGS,2
9828-AOQLM,1
8022-BECSI,4
8000-REIQB,3
9993-LHIEB,0
0266-CLZKZ,0
7615-ESMYF,1
3858-VOBET,2
7020-OZKXZ,3
3977-QCRSL,4
0017-DINOC,0
1447-PJGGA,0
8565-CLBZW,2
9139-WQQDY,0
0224-HJAPT,1
8086-OVPWV,1
9430-FRQOC,1
7639-OPLNG,0
3074-GQWYX,1
1492-QGCLU,0
6845-RGTYS,0
7328-OWMOM,4
4418-LZMSV,2
5155-AZQPB,2
8861-HGGKB,1
1087-GRUYI,5
7065-YUNRY,1
7694-VLBWQ,0
2546-KZAAT,0
0181-RITDD,0
5989-PGKJB,2
4795-KTRTH,3
8272-ONJLV,2
1488-PBLJN,0
0308-GIQJT,3
3778-FOAQW,4
4452-ROHMO,4
6481-OGDOO,0
3090-LETTY,1
5349-AZPEW,1
3753-TSEMP,2
8305-VHZBZ,4
9720-JJJOR,2
8100-HZZLJ,2
8775-ERLNB,3
8309-IEYJD,3
9172-JITSM,2
6298-QDFNH,2
7398-HPYZQ,0
3546-GHEAE,4
7361-YPXFS,3
6557-BZXLQ,3
2550-QHZGP,4
7519-JTWQH,0
2538-OIMXF,1
8543-MSDMF,1
9961-JBNMK,3
1170-SASML,0
4872-JCVCA,0
5346-BZCHP,5
2038-LLMLM,0
6173-ITPWD,2
9734-UYXQI,1
1216-BGTSP,0
4138-NAXED,0
2189-UXTKY,2
0744-BIKKF,0
7483-IQWIB,2
5248-KWLAR,0
4958-GZWIY,1
7996-MHXLW,5
7833-PKIHD,0
7061-OVMIM,4
5153-RTHKF,2
1852-QSWCD,5
4832-VRBMR,3
9079-LWTFD,0
6356-ELRKD,1
8624-GIOUT,0
3392-EHMNK,0
5986-WWXDV,5
3061-BCKYI,4
6179-GJPSO,3
7901-TBKJX,3
7228-PAQPD,2
3177-LASXD,1
7746-QYVCO,2
5804-HYIEZ,0
9919-FZDED,3
5934-TSSAU,2
3486-KHMLI,4
4897-QSUYC,4
1084-UQCHV,1
8290-YWKHZ,3
2955-BJZHG,2
3806-DXQOM,1
6784-XYJAE,2
3933-DQPWX,0
6661-EIPZC,1
8957-THMOA,5
2251-PYLPB,0
5555-RNPGT,4
1057-FOGLZ,4
9300-RENDD,1
0761-AETCS,4
8087-LGYHQ,1
4137-BTIKL,1
2190-BCXEC,2
6227-FBDXH,0
2153-MREFK,2
2911-WDXMV,2
7206-PQBBZ,3
3106-ULWFW,1
0925-VYDLG,1
4547-FZJWE,0
7422-WNBTY,2
0842-IWYCP,2
3521-HTQTV,5
3744-ZBHON,4
3373-DIUUN,4
8383-SGHJU,2
7607-QKKTJ,0
7707-PYBBH,2
8984-HPEMB,0
4349-GFQHK,1
4139-DETXS,0
9779-DPNEJ,2
9805-FILKB,5
5793-YOLJN,5
0673-IGUQO,4
4123-FCVCB,2
8819-IMISP,2
7802-EFKNY,1
8311-UEUAB,0
5858-EAFCZ,1
8035-BUYVG,1
1163-ONYEY,2
9787-XVQIU,1
8945-MUQUF,0
5656-MJEFC,1
6082-OQFBA,4
8051-HJRLT,3
8974-OVACP,4
4010-YLMVT,0
1379-FRVEB,2
8612-GXIDD,4
6288-CHQJB,0
8160-HOWOX,1
3023-GFLBR,2
6648-INWPS,4
4223-BKEOR,2
4079-VTGLK,3
1763-WQFUK,1
1391-UBDAR,1
8894-JVDCV,0
2023-VQFDL,4
1345-GKDZZ,4
2014-MKGMH,2
5628-FCGYG,2
2560-WBWXF,5
0248-IPDFW,1
7978-DKUQH,2
4335-UPJSI,4
0524-IAVZO,2
2737-YNGYW,1
1784-EZDKJ,0
9297-FVVDH,0
8007-YYPWD,4
7101-HRBLJ,0
5159-YFPKQ,1
6635-CPNUN,2
4021-RQSNY,3
5453-YBTWV,0
5039-LZRQT,4
2931-VUVJN,3
9061-TIHDA,3
8699-ASUFO,3
6418-PIQSP,0
8220-OCUFY,2
3995-WFCSM,1
1895-QTKDO,1
2038-OEQZH,1
1178-PZGAB,4
7927-AUXBZ,2
2626-VEEWG,5
2878-RMWXY,3
1657-DYMBM,5
7311-MQJCH,4
7375-WMVMT,3
1136-XGEQU,0
2530-FMFXO,0
6844-DZKRF,1
4695-WJZUE,3
7619-ODSGN,2
5970-GHJAW,5
8879-XUAHX,0
3689-MOZGR,1
4195-PNGZS,5
5003-XZWWO,0
3988-RQIXO,3
7622-FWGEW,3
6922-NCEDI,5
2514-GINMM,1
9891-NQDBD,4
6131-IUNXN,4
8548-AWOFC,0
9798-DRYDS,2
8532-UEFWH,5
6296-DDOOR,2
7951-VRDVK,2
5931-FLJJF,3
4815-YOSUK,0
2659-VXMWZ,0
0380-NEAVX,3
3207-OYBWH,3
4285-GYRQC,1
7216-EWTRS,3
4365-MSDYN,4
7036-TYDEC,0
5802-ADBRC,0
8076-FEZKJ,4
5197-YPYBZ,4
8337-MSSXB,2
4312-GVYNH,0
8495-LJDFO,3
0839-JTCUD,0
5494-WOZRZ,0
1302-UHBDD,3
2234-EOFPT,0
8619-IJNDK,0
8378-LKJAF,2
8182-BJDSI,2
2528-HFYZX,3
1153-GNOLC,1
3298-QEICA,1
0788-DXBFY,5
3597-YASZG,3
3496-LFSZU,1
5242-UOWHD,5
2482-CZGBB,1
6479-SZPLM,5
8097-VBQTZ,0
4500-HKANN,2
9917-KWRBE,2
3420-ZDBMA,3
2212-LYASK,1
1393-IMKZG,1
8069-RHUXK,0
3398-GCPMU,3
2908-WGAXL,5
3378-AJRAO,5
1013-QCWAM,3
0866-QLSIR,2
6050-FFXES,0
7181-BQYBV,1
0362-RAOQO,5
9554-DFKIC,2
5527-ACHSO,1
0829-DDVLK,4
1399-UBQIU,1
1813-JLKWR,5
0336-PIKEI,3
7322-OCWHC,3
9537-VHDTA,1
4957-TIALW,2
2054-PJOCK,0
9150-HEPMB,2
9030-QGZNL,4
6204-IEUXJ,1
3126-WQMGH,0
4529-CKBCL,1
2506-CLAKW,1
7176-WRTNX,0
1583-IHQZE,2
5732-IKGQH,3
9239-GZHZE,0
7205-BAIAD,5
0151-ONTOV,1
4140-MUHUG,3
0093-EXYQL,3
8064-RAVOH,1
0219-QAERP,4
0320-JDNQG,2
7180-PISOG,1
9168-INPSZ,3
3571-RFHAR,0
0015-UOCOJ,3
5334-AFQJB,6
2754-SDJRD,3
9578-VRMNM,2
1587-FKLZB,3
6140-QNRQQ,1
8963-JLGJT,1
4307-KTUMW,0
1465-LNTLJ,3
5440-FLBQG,3
2135-DQWAQ,1
4056-QHXHZ,0
7470-MCQTK,1
7488-MXJIV,1
7401-JIXNM,0
9339-FIIJL,0
2027-FECZV,2
2672-DZUOY,1
4706-DGAHW,3
3870-MQAMG,0
6670-MFRPK,0
6177-PEVRA,0
4800-CZMPC,0
4813-HQMGZ,1
7579-KKLOE,0
7377-DMMRI,1
8402-EIVQS,0
4947-DSMXK,2
7245-NIIWQ,1
0002-ORFBO,1
3324-OIRTO,0
5414-OFQCB,0
4967-WPNCF,0
8552-OBVRU,3
8499-BRXTD,4
9154-QDGTH,2
8197-BFWVU,0
2577-GVSIL,2
9367-OIUXP,4
6770-UAYGJ,5
6463-HHXJR,0
7928-VJYAB,1
1187-WILMM,0
9776-OJUZI,3
1306-RPWXZ,5
8949-JTMAY,2
2774-LVQUS,3
3097-PYWXL,4
2266-SJNAT,0
0869-PAPRP,3
4238-JSSWH,3
2972-YDYUW,0
1104-FEJAM,2
2809-ILCYT,4
5499-ECUTN,2
4981-FLTMF,0
9121-PHQSR,3
3113-IWHLC,1
3211-ILJTT,2
4612-THJBS,3
4277-BWBML,5
4094-NSEDU,3
0234-TEVTT,1
4304-TSPVK,0
1552-AAGRX,2
2637-FKFSY,1
9796-MVYXX,3
7874-ECPQJ,4
0020-INWCK,0
7089-RKVSZ,4
2683-JXWQQ,1
9548-ZMVTX,0
8739-XNIKG,1
9755-JHNMN,0
3981-QSVQI,4
2789-HQBOU,1
9424-CMPOG,4
5067-WJEUN,0
3450-WXOAT,2
9251-WNSOD,0
6974-DAFLI,5
2616-UUTFK,2
7064-JHXCE,5
5103-MHMHY,1
7989-AWGEH,1
4373-VVHQL,1
4559-UWIHT,2
7268-IGMFD,3
1846-XWOQN,3
0235-KGSLC,1
6650-BWFRT,0
9570-KYEUA,0
6993-YGFJV,0
2712-SYWAY,4
0730-BGQGF,0
5498-IBWPI,0
9101-NTIXF,4
0013-SMEOE,3
9314-QDMDW,1
9308-ANMVE,2
2884-GBPFB,2
3757-NJYBX,3
3413-DHLPB,0
7649-PHJVR,4
6114-TCFID,1
3787-TRIAL,1
2573-GYRUU,3
5156-UMKOW,1
1247-QBVSH,2
6734-GMPVK,1
9822-OAOVB,1
6161-ERDGD,0
1226-JZNKR,4
7318-EIVKO,1
3771-PZOBW,2
5136-KCKGI,2
8231-BSWXX,0
6486-LHTMA,3
4083-BFNYK,3
3722-WPXTK,1
7389-KBFIT,1
7176-WIONM,1
5141-ZUVBH,1
1089-HDMKP,3
7623-HKYRK,4
0310-SUCIN,0
5197-PYEPU,2
2929-ERCFZ,1
7548-SEPYI,1
8835-VSDSE,1
6619-RPLQZ,5
3275-RHRNE,1
3503-TYDAY,2
6901-GOGZG,0
1623-NLDOT,1
7021-XSNYE,1
9621-OUPYD,4
9898-KZQDZ,3
8982-NHAVY,2
4307-KWMXE,1
0141-YEAYS,3
2450-ZKEED,1
3694-DELSO,1
3893-JRNFS,0
9603-OAIHC,3
1133-KXCGE,4
5236-PERKL,0
0142-GVYSN,4
1049-FYSYG,1
7854-FOKSF,1
2519-FAKOD,2
8406-LNMHF,3
1821-BUCWY,2
8263-JQAIK,3
0023-UYUPN,6
8314-DPQHL,1
1465-WCZVT,4
9481-SFCQY,2
6360-SVNWV,3
0567-GGCAC,1
7089-IVVAZ,1
8884-MRNSU,4
2171-UDMFD,4
9050-IKDZA,3
2205-YMZZJ,3
9802-CAQUT,0
1254-IZEYF,3
0187-WZNAB,2
9492-TOKRI,2
1475-VWVDO,1
9221-OTIVJ,3
1357-MVDOZ,1
7602-MVRMB,0
3325-FUYCG,2
5908-QMGOE,3
1197-BVMVG,3
5406-KGRMX,5
8481-YYXWG,1
5968-HYJRZ,5
5198-EFNBM,3
7516-GMHUV,3
7140-ADSMJ,4
2230-XTUWL,5
7706-YLMQA,5
2585-KTFRE,1
7994-UYIVZ,1
2609-IAICY,1
1740-CSDJP,1
7717-BICXI,5
6559-RAKOZ,0
2636-OHFMN,1
4716-MRVEN,4
2143-LJULT,5
1323-OOEPC,0
3200-MNQTF,0
6164-HXUGH,4
5630-IXDXV,0
0320-DWVTU,0
9135-MGVPY,0
1212-GLHMD,1
7878-JGDKK,1
1088-AUUZZ,0
0397-GZBBC,3
6614-YWYSC,6
9588-OZDMQ,1
7641-EUYET,3
6476-EPYZR,4
9921-ZVRHG,2
1174-FGIFN,2
6620-HVDUJ,2
4701-MLJPN,2
1032-MAELW,0
7641-TQFHN,2
1552-TKMXS,5
9206-GVPEQ,1
8622-ZLFKO,1
1596-BBVTG,2
6188-UXBBR,5
2333-KWEWW,4
5702-SKUOB,4
1134-YWTYF,2
6061-GWWAV,2
0679-TDGAK,0
6585-WCEWR,5
9067-YGSCA,5
9067-SQTNS,5
8433-WXGNA,1
1776-SPBWV,4
8735-SDUFN,6
9668-PUGNU,5
9405-GPBBG,0
1926-QUZNN,5
3707-GNWHM,1
7016-NVRIC,3
5829-NVSQN,2
9565-AXSMR,5
8922-LIEGH,3
8869-LIHMK,0
8245-UMPYT,3
5186-SAMNZ,3
0447-RXSGD,2
4927-WWOOZ,1
5788-YPOEG,2
5373-SFODM,3
0661-KBKPA,0
9081-WWXKP,5
0784-ZQJZX,5
3133-PZNSR,0
5766-ZJYBB,4
8931-GJJIQ,1
4277-PVRAN,1
0022-TCJCI,3
